Country,Time,House Price Index,Income Index,Affordability Ratio
Australia,2014-Q1,227.12233779098563,159.63231800017536,142.28
Australia,2014-Q2,230.71817731550271,159.63231800017536,144.53
Australia,2014-Q3,231.91679049034173,159.63231800017536,145.28
Australia,2014-Q4,236.310054482417,159.63231800017536,148.03
Australia,2015-Q1,238.308568598316,162.14575664406303,146.97
Australia,2015-Q2,248.09559187716687,162.14575664406303,153.01
Australia,2015-Q3,253.16493313521545,162.14575664406303,156.13
Australia,2015-Q4,253.54878652798413,162.14575664406303,156.37
Australia,2016-Q1,253.54878652798413,166.05196125671551,152.69
Australia,2016-Q2,259.3065874195146,166.05196125671551,156.16
Australia,2016-Q3,263.5289747399703,166.05196125671551,158.7
Australia,2016-Q4,276.0054482417038,166.05196125671551,166.22
Australia,2017-Q1,282.72412085190683,170.15203896508365,166.16
